t r
0 0.29773539353887
4.52244621238323 0.239929258057263
9.04489242476646 0.200584133440196
13.5673386371497 0.170250526288083
18.0897848495329 0.146900764378209
22.6122310619162 0.128707807622633
27.1346772742994 0.114424956104726
31.6571234866826 0.102531371099528
36.1795696990659 0.0929705740111285
40.7020159114491 0.0849519794040075
45.2244621238323 0.078255442009251
49.7469083362155 0.0725014734248939
54.2693545485988 0.0674544654817744
58.791800760982 0.0630047156455958
63.3142469733653 0.0591527608477409
67.8366931857485 0.0556808279471196
72.3591393981317 0.05250317734857
76.8815856105149 0.0498250422436012
81.4040318228982 0.0474463223703025
85.9264780352814 0.0452930580929236
90.4489242476646 0.0434078721189292
94.9713704600479 0.0416956388761633
99.4938166724311 0.040040003287937
104.016262884814 0.0385482170176531
108.538709097198 0.0371996400330858
113.061155309581 0.0359638002384865
117.583601521964 0.0348311426665705
122.106047734347 0.033802556138874
126.628493946731 0.0327946543802141
131.150940159114 0.0318378972830829
135.673386371497 0.0309657090391488
140.19583258388 0.0301226875994859
144.718278796263 0.0293626729619103
149.240725008647 0.0287176297827098
153.76317122103 0.0281629257913408
158.285617433413 0.0276122259646009
162.808063645796 0.0271017201784688
167.33050985818 0.0265956888090046
171.852956070563 0.0260868008827695
176.375402282946 0.0256515122724437
180.897848495329 0.0252471781548955
185.420294707713 0.0247982845865485
189.942740920096 0.0243957509212348
194.465187132479 0.0240401639824802
198.987633344862 0.0236816056999075
203.510079557245 0.0233288169708383
208.032525769629 0.0229651817835659
212.554971982012 0.0226101682714101
217.077418194395 0.022294674786632
221.599864406778 0.0219826028738542
226.122310619162 0.0216728481922693
230.644756831545 0.0214209222738262
235.167203043928 0.0211799036980343
239.689649256311 0.0209338882386587
244.212095468695 0.0206857728556234
248.734541681078 0.0204773197344063
253.256987893461 0.0202887267695338
257.779434105844 0.0201139586586192
262.301880318227 0.0199083177742851
266.824326530611 0.0197075242758507
271.346772742994 0.0195120532846113
275.869218955377 0.0193464255354187
280.39166516776 0.0191962074928932
284.914111380144 0.0190623300414411
289.436557592527 0.018958594689875
293.95900380491 0.0188249226402306
298.481450017293 0.0186981268305245
303.003896229677 0.0185858639612325
307.52634244206 0.0184623283814926
312.048788654443 0.0183415535172415
316.571234866826 0.0182009809118355
321.093681079209 0.0180928980870169
325.616127291593 0.0179998283220228
330.138573503976 0.0178902773081993
334.661019716359 0.017814847976536
339.183465928742 0.0177151115511368
343.705912141126 0.0176152202390333
348.228358353509 0.0174959742700862
352.750804565892 0.0173804364183152
357.273250778275 0.0172550425429828
361.795696990659 0.0171606807352518
366.318143203042 0.0170399589573745
370.840589415425 0.0169244988397517
375.363035627808 0.0168304594498133
379.885481840191 0.0167769760284588
384.407928052575 0.0167291054747879
388.930374264958 0.0166493511379239
393.452820477341 0.0165541892435448
397.975266689724 0.0164802567482657
402.497712902108 0.0164272585945044
407.020159114491 0.0163919120551133
411.542605326874 0.0163260948562378
416.065051539257 0.0162663005150026
420.587497751641 0.0162102330253088
425.109943964024 0.0161538423340578
429.632390176407 0.0160931837612323
434.15483638879 0.0160198468153539
438.677282601173 0.0159273029216434
443.199728813557 0.0158456894128662
447.72217502594 0.0158025653068398
