t r
0 0.179937194615822
4.44497971775556 0.134505772464948
8.88995943551112 0.106678013547063
13.3349391532667 0.0876254871397736
17.7799188710222 0.0735016055425023
22.2248985887778 0.0626838651345415
26.6698783065334 0.0549600666296268
31.1148580242889 0.049065039629933
35.5598377420445 0.0445295969086867
40.0048174598 0.0408673433138297
44.4497971775556 0.0378131683585704
48.8947768953111 0.0353878952163669
53.3397566130667 0.0333078490052934
57.7847363308223 0.0316043648980498
62.2297160485778 0.0302039616491302
66.6746957663334 0.0291538477777962
71.1196754840889 0.0282190873181418
75.5646552018445 0.0272997035904334
80.0096349196001 0.0265827970922745
84.4546146373556 0.0260140945364826
88.8995943551112 0.0255923917318419
93.3445740728667 0.0251990984555443
97.7895537906223 0.0248632311554062
102.234533508378 0.0244956964867301
106.679513226133 0.02413631898197
111.124492943889 0.0238733765335054
115.569472661645 0.0236095700774931
120.0144523794 0.0233299896789879
124.459432097156 0.0230962692691216
128.904411814911 0.022890570656363
133.349391532667 0.0227111036181353
137.794371250422 0.0224915368677508
142.239350968178 0.0222774705011735
146.684330685933 0.0221191175666018
151.129310403689 0.0219935780355793
155.574290121445 0.0218824305922746
160.0192698392 0.0217406688583996
164.464249556956 0.0215465861640106
168.909229274711 0.0214199225980938
173.354208992467 0.0212890141336053
177.799188710222 0.0212000237292418
182.244168427978 0.0210963372840634
186.689148145733 0.0209629242086416
191.134127863489 0.0208697445526081
195.579107581245 0.0208141446442842
200.024087299 0.0208016358772267
204.469067016756 0.0207792897734916
208.914046734511 0.0207033068138806
213.359026452267 0.0206286325137
217.804006170022 0.0205891662663736
222.248985887778 0.0205583208354951
226.693965605534 0.0204954635986675
231.138945323289 0.020453338971974
235.583925041045 0.0204159017057479
240.0289047588 0.0203577294168994
244.473884476556 0.020302215157912
248.918864194311 0.0202935254947727
253.363843912067 0.0202917688074619
257.808823629822 0.0202535776296211
262.253803347578 0.0202178228711232
266.698783065333 0.0201900560365198
271.143762783089 0.0201749671237465
275.588742500845 0.0201686447692102
280.0337222186 0.0201867818648891
284.478701936356 0.0202029568640634
288.923681654111 0.020203638483266
293.368661371867 0.0201577581684919
297.813641089622 0.0201198244412321
302.258620807378 0.0201027473852562
306.703600525134 0.0200752029119238
311.148580242889 0.020076285576171
315.593559960645 0.0200702185214278
320.0385396784 0.0200465266677036
324.483519396156 0.0200447271732763
328.928499113911 0.0200387402123029
333.373478831667 0.0200496565430231
337.818458549422 0.0200535889551964
342.263438267178 0.0200368861359668
346.708417984934 0.020032580619359
351.153397702689 0.0200224325619733
355.598377420445 0.0200057351588292
360.0433571382 0.0199819004602937
364.488336855956 0.0199658164790914
368.933316573711 0.0199612771499581
373.378296291467 0.0199608381408501
377.823276009223 0.0199360504588816
382.268255726978 0.019899686314769
386.713235444734 0.0199000266991858
391.158215162489 0.0199123808094041
395.603194880245 0.0199089392884176
400.048174598 0.0198950778375519
404.493154315756 0.0198688776429501
408.938134033511 0.019847281792419
413.383113751267 0.0198402140306314
417.828093469023 0.0198335782873716
422.273073186778 0.0198386625793811
426.718052904534 0.0198292006112356
431.163032622289 0.0198224190595275
435.608012340045 0.0198255008032739
440.0529920578 0.0198360278720795
