x, p, q_kl_pq, q_kl_qp, q_renyi
9.824561403508766944e-01,1.586356950975401636e-01,1.262099620261848965e-01,1.840795987771162989e-01,1.439112687237328603e-01
1.022556390977442220e+00,1.589500869851933618e-01,1.256457507005972751e-01,1.841724538624470997e-01,1.432492582117299573e-01
1.062656641604009522e+00,1.592010890481145580e-01,1.250616463764228359e-01,1.842021971088249888e-01,1.425577007837496024e-01
1.102756892230576824e+00,1.593883992576576869e-01,1.244579503908183338e-01,1.841687979326958879e-01,1.418370544611947670e-01
1.142857142857142350e+00,1.595117920177673010e-01,1.238349731607085308e-01,1.840722906766038836e-01,1.410877948994175013e-01
1.182957393483707875e+00,1.595711186177633800e-01,1.231930339169975824e-01,1.839127745503437161e-01,1.403104148648213201e-01
1.223057644110275177e+00,1.595663075310070345e-01,1.225324604322098609e-01,1.836904134610001516e-01,1.395054236951633331e-01
1.263157894736842479e+00,1.594973645586069688e-01,1.218535887418848856e-01,1.834054357322819351e-01,1.386733467438823197e-01
1.303258145363408005e+00,1.593643728177631114e-01,1.211567628600575125e-01,1.830581337138229014e-01,1.378147248093007649e-01
1.343358395989973531e+00,1.591674925747795233e-01,1.204423344891601827e-01,1.826488632813864088e-01,1.369301135495682997e-01
1.383458646616540832e+00,1.589069609232170444e-01,1.197106627246894567e-01,1.821780432291688623e-01,1.360200828842315079e-01
1.423558897243108134e+00,1.585830913080894522e-01,1.189621137549828622e-01,1.816461545556552482e-01,1.350852163833306530e-01
1.463659147869673660e+00,1.581962728974405097e-01,1.181970605564570814e-01,1.810537396447308989e-01,1.341261106449383733e-01
1.503759398496239186e+00,1.577469698030653233e-01,1.174158825846614573e-01,1.804014013440015940e-01,1.331433746620682979e-01
1.543859649122806488e+00,1.572357201525602100e-01,1.166189654615042981e-01,1.796898019425141324e-01,1.321376291798912472e-01
1.583959899749373790e+00,1.566631350152981328e-01,1.158067006590118159e-01,1.789196620503036850e-01,1.311095060442067084e-01
1.624060150375939315e+00,1.560298971853308625e-01,1.149794851799810086e-01,1.780917593824219158e-01,1.300596475421230691e-01
1.664160401002504841e+00,1.553367598246101489e-01,1.141377212358903048e-01,1.772069274503169367e-01,1.289887057359065670e-01
1.704260651629072143e+00,1.545845449703025509e-01,1.132818159224318055e-01,1.762660541636480449e-01,1.278973417909621269e-01
1.744360902255639445e+00,1.537741419103385576e-01,1.124121808930299560e-01,1.752700803458170364e-01,1.267862252989107041e-01
1.784461152882204971e+00,1.529065054316885441e-01,1.115292320307106622e-01,1.742199981666900099e-01,1.256560335967277509e-01
1.824561403508770496e+00,1.519826539461954784e-01,1.106333891186850882e-01,1.731168494961625448e-01,1.245074510829058678e-01
1.864661654135337798e+00,1.510036674991128702e-01,1.097250755100105946e-01,1.719617241823920006e-01,1.233411685316014167e-01
1.904761904761905100e+00,1.499706856657972431e-01,1.088047177966900841e-01,1.707557582586773648e-01,1.221578824057193008e-01
1.944862155388470626e+00,1.488849053422865165e-01,1.078727454785680384e-01,1.695001320831132918e-01,1.209582941698828379e-01
1.984962406015036152e+00,1.477475784357576427e-01,1.069295906323798756e-01,1.681960684152798424e-01,1.197431096042275017e-01
2.025062656641603454e+00,1.465600094610970960e-01,1.059756875813075427e-01,1.668448304343496114e-01,1.185130381199478722e-01
2.065162907268170756e+00,1.453235530500383843e-01,1.050114725653909231e-01,1.654477197031035962e-01,1.172687920775136033e-01
2.105263157894736281e+00,1.440396113795154864e-01,1.040373834131398251e-01,1.640060740824411945e-01,1.160110861084582140e-01
2.145363408521301807e+00,1.427096315260575066e-01,1.030538592146877930e-01,1.625212656010533996e-01,1.147406364416289903e-01
2.185463659147869109e+00,1.413351027532003257e-01,1.020613399968233193e-01,1.609946982849965458e-01,1.134581602347704832e-01
2.225563909774436411e+00,1.399175537390172641e-01,1.010602664002292900e-01,1.594278059519591839e-01,1.121643749122961942e-01
2.265664160401001936e+00,1.384585497509754348e-01,1.000510793592539471e-01,1.578220499750556116e-01,1.108599975100828944e-01
2.305764411027567462e+00,1.369596897754033205e-01,9.903421978453284813e-02,1.561789170210096389e-01,1.095457440281035338e-01
2.345864661654134764e+00,1.354226036089113683e-01,9.801012824877280982e-02,1.544999167676055496e-01,1.082223287916916216e-01
2.385964912280702066e+00,1.338489489191378723e-01,9.697924467600259335e-02,1.527865796052839953e-01,1.068904638222073072e-01
2.426065162907267592e+00,1.322404082821999338e-01,9.594200803458717564e-02,1.510404543277500122e-01,1.055508582178518312e-01
2.466165413533833117e+00,1.305986862042136931e-01,9.489885603429526473e-02,1.492631058164327618e-01,1.042042175453513075e-01
2.506265664160400419e+00,1.289255061342086672e-01,9.385022482770141727e-02,1.474561127236016234e-01,1.028512432432056450e-01
2.546365914786967721e+00,1.272226074756974690e-01,9.279654871619581746e-02,1.456210651588893401e-01,1.014926320371705992e-01
2.586466165413533247e+00,1.254917426040780548e-01,9.173825986086545092e-02,1.437595623839110492e-01,1.001290753686129992e-01
2.626566416040098773e+00,1.237346738969384713e-01,9.067578799850241345e-02,1.418732105195927296e-01,9.876125883635102076e-02
2.666666666666666075e+00,1.219531707842069074e-01,8.960956016298542159e-02,1.399636202707360833e-01,9.738986165256195704e-02
2.706766917293233377e+00,1.201490068249403131e-01,8.854000041227103046e-02,1.380324046722478104e-01,9.601555611330951645e-02
2.746867167919798902e+00,1.183239568173765632e-01,8.746752956122093303e-02,1.360811768613525152e-01,9.463900708421134345e-02
2.786967418546364428e+00,1.164797939486894307e-01,8.639256492048297265e-02,1.341115478799893013e-01,9.326087150173775764e-02
2.827067669172931730e+00,1.146182869906800378e-01,8.531552004163223124e-02,1.321251245114636874e-01,9.188179789059985891e-02
2.867167919799499032e+00,1.127411975474167521e-01,8.423680446876907757e-02,1.301235071552869493e-01,9.050242589765356005e-02
2.907268170426064557e+00,1.108502773605977293e-01,8.315682349675967977e-02,1.281082877439874701e-01,8.912338584271296826e-02
2.947368421052630083e+00,1.089472656781589194e-01,8.207597793629467509e-02,1.260810477055251400e-01,8.774529828663504838e-02
2.987468671679197385e+00,1.070338866913843612e-01,8.099466388593141997e-02,1.240433559747755043e-01,8.636877361700401323e-02
3.027568922305764687e+00,1.051118470454970033e-01,7.991327251127293418e-02,1.219967670573806479e-01,8.499441165171121859e-02
3.067669172932330213e+00,1.031828334284187465e-01,7.883218983142689651e-02,1.199428191490877482e-01,8.362280126069268626e-02
3.107769423558895738e+00,1.012485102420898064e-01,7.775179651287698890e-02,1.178830323135137276e-01,8.225452000605450176e-02
3.147869674185463040e+00,9.931051736042928457e-02,7.667246767088785331e-02,1.158189067210893958e-01,8.089013380078317883e-02
3.187969924812030342e+00,9.737046797770285145e-02,7.559457267855360096e-02,1.137519209517424967e-01,7.953019658620523458e-02
3.228070175438595868e+00,9.542994655074125976e-02,7.451847498358901700e-02,1.116835303636851406e-01,7.817525002832743930e-02
3.268170426065161394e+00,9.349050683812806795e-02,7.344453193295150117e-02,1.096151655304732769e-01,7.682582323315788331e-02
3.308270676691728696e+00,9.155367003914371971e-02,7.237309460537130756e-02,1.075482307483047878e-01,7.548243248107616710e-02
3.348370927318295998e+00,8.962092303492034950e-02,7.130450765185594730e-02,1.054841026153210265e-01,7.414558098028889432e-02
3.388471177944861523e+00,8.769371673392764577e-02,7.023910914422396012e-02,1.034241286844710256e-01,7.281575863937628235e-02
3.428571428571427049e+00,8.577346452357614837e-02,6.917723043171281061e-02,1.013696261912966634e-01,7.149344185890514625e-02
3.468671679197994351e+00,8.386154082939292764e-02,6.811919600569468769e-02,9.932188085779128373e-02,7.017909334205434113e-02
3.508771929824561653e+00,8.195927978289216376e-02,6.706532337252356368e-02,9.728214577328185564e-02,6.887316192416874372e-02
3.548872180451127178e+00,8.006797399893775258e-02,6.601592293452589189e-02,9.525164035308286703e-02,6.757608242112932151e-02
3.588972431077692704e+00,7.818887346307239194e-02,6.497129787913742682e-02,9.323154937547011023e-02,6.628827549639983163e-02
3.629072681704260006e+00,7.632318452897203509e-02,6.393174407617895072e-02,9.122302209732735534e-02,6.501014754658331063e-02
3.669172932330827308e+00,7.447206902587368005e-02,6.289754998325265689e-02,8.922717144862232774e-02,6.374209060529516246e-02
3.709273182957392834e+00,7.263664347552223344e-02,6.186899655923138591e-02,8.724507330567908558e-02,6.248448226513406145e-02
3.749373433583958359e+00,7.081797841788953218e-02,6.084635718580410496e-02,8.527776584302784735e-02,6.123768561750799616e-02
3.789473684210525661e+00,6.901709784463405661e-02,5.982989759703055688e-02,8.332624896343182597e-02,6.000204921004911179e-02
3.829573934837092963e+00,6.723497873899518529e-02,5.881987581684955391e-02,8.139148380551357309e-02,5.877790702132801304e-02
3.869674185463658489e+00,6.547255072055271907e-02,5.781654210447566972e-02,7.947439232823123867e-02,5.756557845255640127e-02
3.909774436090224015e+00,6.373069579303150545e-02,5.682013890761093006e-02,7.757585697129204538e-02,5.636536833594690127e-02
3.949874686716791317e+00,6.201024819309099850e-02,5.583090082338982435e-02,7.569672039042994738e-02,5.517756695937903882e-02
3.989974937343358619e+00,6.031199433781315317e-02,5.484905456696703707e-02,7.383778526632245320e-02,5.400245010700146370e-02
4.030075187969924144e+00,5.863667286838752934e-02,5.387481894764940826e-02,7.199981418577500181e-02,5.284027911538282524e-02
4.070175438596489670e+00,5.698497478729388360e-02,5.290840485246676994e-02,7.018352959366502830e-02,5.169130094480783172e-02
4.110275689223056972e+00,5.535754368609623055e-02,5.195001523706813812e-02,6.838961381400564254e-02,5.055574826529924543e-02
4.150375939849624274e+00,5.375497606078986218e-02,5.099984512382275958e-02,6.661870913836581698e-02,4.943383955693238241e-02
4.190476190476189799e+00,5.217782171148616088e-02,5.005808160699896925e-02,6.487141797976861413e-02,4.832577922399465542e-02
4.230576441102755325e+00,5.062658422307714928e-02,4.912490386488676392e-02,6.314830309008145903e-02,4.723175772253196403e-02
4.270676691729322627e+00,4.910172152339437740e-02,4.820048317872491217e-02,6.144988783881455419e-02,4.615195170081164838e-02
4.310776942355889929e+00,4.760364651526281798e-02,4.728498295828623132e-02,5.977665655115039361e-02,4.508652415222218907e-02
4.350877192982455455e+00,4.613272777875180447e-02,4.637855877396953458e-02,5.812905490294560662e-02,4.403562458012059283e-02
4.390977443609020980e+00,4.468929033984192500e-02,4.548135839524228285e-02,5.650749037037222644e-02,4.299938917413095862e-02
4.431077694235588282e+00,4.327361650165745255e-02,4.459352183527182795e-02,5.491233273179888658e-02,4.197794099739132062e-02
4.471177944862155584e+00,4.188594673435808158e-02,4.371518140157940047e-02,5.334391461945502122e-02,4.097139018423955753e-02
4.511278195488721110e+00,4.052648061974298971e-02,4.284646175254634010e-02,5.180253211837004823e-02,3.997983414782467493e-02
4.551378446115286636e+00,3.919537784659351404e-02,4.198747995959793006e-02,5.028844541004026669e-02,3.900335779712665180e-02
4.591478696741853938e+00,3.789275925276673618e-02,4.113834557488730420e-02,4.880187945824132623e-02,3.804203376286550281e-02
4.631578947368421240e+00,3.661870791005128467e-02,4.029916070429789138e-02,4.734302473437906889e-02,3.709592263177805688e-02
4.671679197994986765e+00,3.537327024780839019e-02,3.947002008557983638e-02,4.591203797975347556e-02,3.616507318874084831e-02
4.711779448621552291e+00,3.415645721144593833e-02,3.865101117143357468e-02,4.450904300210091480e-02,3.524952266621786401e-02
4.751879699248119593e+00,3.296824545180885441e-02,3.784221421735158714e-02,4.313413150377713029e-02,3.434929700051344431e-02
4.791979949874686895e+00,3.180857854161583953e-02,3.704370237402655752e-02,4.178736393894755957e-02,3.346441109431253641e-02
4.832080200501252421e+00,3.067736821512977163e-02,3.625554178413300382e-02,4.046877039716323399e-02,3.259486908499330260e-02
4.872180451127817946e+00,2.957449562731761378e-02,3.547779168328776822e-02,3.917835151071853012e-02,3.174066461820198443e-02
4.912280701754385248e+00,2.849981262883228075e-02,3.471050450499423706e-02,3.791607938321282095e-02,3.090178112618409412e-02
4.952380952380952550e+00,2.745314305323477352e-02,3.395372598937356629e-02,3.668189853676733642e-02,3.007819211037155924e-02
4.992481203007518076e+00,2.643428401296906566e-02,3.320749529548599338e-02,3.547572687538607522e-02,2.926986142773186847e-02
5.032581453634083601e+00,2.544300720070443236e-02,3.247184511704527543e-02,3.429745666199226356e-02,2.847674358039233022e-02
5.072681704260650903e+00,2.447906019276882561e-02,3.174680180132936208e-02,3.314695550671928337e-02,2.769878400806066732e-02
5.112781954887218205e+00,2.354216775151148772e-02,3.103238547109055112e-02,3.202406736408754118e-02,2.693591938277089051e-02
5.152882205513783731e+00,2.263203312355414887e-02,3.032861014926882884e-02,3.092861353675565445e-02,2.618807790549282366e-02
5.192982456140349257e+00,2.174833933101627884e-02,2.963548388631352323e-02,2.986039368359696272e-02,2.545517960415326700e-02
5.233082706766916559e+00,2.089075045293014785e-02,2.895300888991920313e-02,2.881918682991723227e-02,2.473713663262702006e-02
5.273182957393483861e+00,2.005891289419542076e-02,2.828118165698319253e-02,2.780475237769889502e-02,2.403385357026655705e-02
5.313283208020049386e+00,1.925245663956020453e-02,2.761999310759349555e-02,2.681683111382967416e-02,2.334522772155005199e-02
5.353383458646614912e+00,1.847099649025565893e-02,2.696942872085813028e-02,2.585514621434911037e-02,2.267114941543959400e-02
5.393483709273182214e+00,1.771413328105319804e-02,2.632946867238894484e-02,2.491940424282517233e-02,2.201150230405321540e-02
5.433583959899749516e+00,1.698145507565600176e-02,2.570008797325508410e-02,2.400929614105309917e-02,2.136616366026667171e-02
5.473684210526315042e+00,1.627253833848089914e-02,2.508125661022360745e-02,2.312449821035120201e-02,2.073500467387363183e-02
5.513784461152880567e+00,1.558694908103098326e-02,2.447293968710810910e-02,2.226467308181353383e-02,2.011789074594600574e-02
5.553884711779447869e+00,1.492424398120358042e-02,2.387509756704854491e-02,2.142947067396379704e-02,1.951468178104977594e-02
5.593984962406015171e+00,1.428397147402106840e-02,2.328768601554888698e-02,2.061852913634267329e-02,1.892523247698468108e-02
5.634085213032580697e+00,1.366567281241426457e-02,2.271065634410196488e-02,1.983147577764702435e-02,1.834939261172996439e-02
5.674185463659146222e+00,1.306888309682876885e-02,2.214395555423491826e-02,1.906792797712831417e-02,1.778700732729262060e-02
5.714285714285713524e+00,1.249313227256283569e-02,2.158752648181202355e-02,1.832749407804569464e-02,1.723791741016839768e-02
5.754385964912280826e+00,1.193794609388102064e-02,2.104130794143516461e-02,1.760977426205628457e-02,1.670195956813976673e-02
5.794486215538846352e+00,1.140284705408085159e-02,2.050523487078609319e-02,1.691436140351375295e-02,1.617896670314927440e-02
5.834586466165411878e+00,1.088735528081953910e-02,1.997923847475896464e-02,1.624084190273282491e-02,1.566876818000143001e-02
5.874686716791979180e+00,1.039098939613412181e-02,1.946324636923537146e-02,1.558879649736403389e-02,1.517119009065973773e-02
5.914786967418546482e+00,9.913267340710471900e-03,1.895718272435839916e-02,1.495780105110779482e-02,1.468605551392041311e-02
5.954887218045112007e+00,9.453707162074916417e-03,1.846096840716640944e-02,1.434742731908037437e-02,1.421318477025769293e-02
5.994987468671677533e+00,9.011827766496349063e-03,1.797452112345179071e-02,1.375724368922750900e-02,1.375239567165055868e-02
6.035087719298244835e+00,8.587149634496202624e-03,1.749775555871439792e-02,1.318681589926157770e-02,1.330350376621415413e-02
6.075187969924812137e+00,8.179195499968074101e-03,1.703058351808374796e-02,1.263570772867706610e-02,1.286632257747312609e-02
6.115288220551377663e+00,7.787490993008775245e-03,1.657291406508870288e-02,1.210348166547581088e-02,1.244066383812764305e-02
6.155388471177943188e+00,7.411565246657562597e-03,1.612465365915782822e-02,1.158969954730819547e-02,1.202633771817688754e-02
6.195488721804510490e+00,7.050951467830115539e-03,1.568570629173890452e-02,1.109392317680905904e-02,1.162315304727749334e-02
6.235588972431077792e+00,6.705187472818226017e-03,1.525597362092997837e-02,1.061571491097641415e-02,1.123091753122803030e-02
6.275689223057643318e+00,6.373816187805718923e-03,1.483535510451945011e-02,1.015463822450879405e-02,1.084943796248293880e-02
6.315789473684208843e+00,6.056386114925286709e-03,1.442374813133755207e-02,9.710258247081634056e-03,1.047852042461255156e-02
6.355889724310776145e+00,5.752451764449936084e-03,1.402104815082624509e-02,9.282142274605210269e-03,1.011797049063774788e-02
6.395989974937343447e+00,5.461574053776166102e-03,1.362714880073904317e-02,8.869860254565769750e-03,9.767593415180027272e-03
6.436090225563908973e+00,5.183320673914645384e-03,1.324194203288752737e-02,8.472985245607843677e-03,9.427194320379224737e-03
6.476190476190474499e+00,4.917266424257387032e-03,1.286531823685558955e-02,8.091093851569117895e-03,9.096578375543049044e-03
6.516290726817041801e+00,4.662993516438823823e-03,1.249716636160749794e-02,7.723766630230301071e-03,8.775550970503295800e-03
6.556390977443609103e+00,4.420091848151147529e-03,1.213737403492045654e-02,7.370588477089302058e-03,8.463917882664526160e-03
6.596491228070174628e+00,4.188159247812774967e-03,1.178582768057672044e-02,7.031148984514138701e-03,8.161485437741212642e-03
6.636591478696740154e+00,3.966801691022312122e-03,1.144241263325547833e-02,6.705042776670676156e-03,7.868060664189801753e-03
6.676691729323307456e+00,3.755633489759387534e-03,1.110701325106883131e-02,6.391869820659851383e-03,7.583451441351452514e-03
6.716791979949874758e+00,3.554277455317951528e-03,1.077951302569096076e-02,6.091235714335039436e-03,7.307466641330713671e-03
6.756892230576440284e+00,3.362365035977698223e-03,1.045979469003386828e-02,5.802751951302771022e-03,7.039916264644175727e-03
6.796992481203005809e+00,3.179536430435188094e-03,1.014774032342743645e-02,5.526036163640533211e-03,6.780611569681994910e-03
6.837092731829573111e+00,3.005440678027969121e-03,9.843231454266321637e-03,5.260712342892115596e-03,6.529365196032993306e-03
6.877192982456140413e+00,2.839735726792866257e-03,9.546149160089747315e-03,5.006411039925690032e-03,6.285991281732131002e-03
6.917293233082705939e+00,2.682088480403886383e-03,9.256374165065027124e-03,4.762769544261227263e-03,6.050305574496230715e-03
6.957393483709271464e+00,2.532174825035908832e-03,8.973786934849238908e-03,4.529432043493071026e-03,5.822125537021077823e-03
6.997493734335838766e+00,2.389679637197841388e-03,8.698267768808094422e-03,4.306049763450059409e-03,5.601270446419612421e-03
7.037593984962406068e+00,2.254296773573083446e-03,8.429696889574284438e-03,4.092281089749114087e-03,5.387561487886986800e-03
7.077694235588971594e+00,2.125729043896612720e-03,8.167954529931827426e-03,3.887791671410057142e-03,5.180821842684201449e-03
7.117794486215537120e+00,2.003688167886622570e-03,7.912921017016514777e-03,3.692254507208457808e-03,4.980876770537444147e-03
7.157894736842104422e+00,1.887894717234813412e-03,7.664476853826261357e-03,3.505350015450205310e-03,4.787553686555464337e-03
7.197994987468671724e+00,1.778078043643123831e-03,7.422502798038578889e-03,3.326766087856280942e-03,4.600682232771766307e-03
7.238095238095237249e+00,1.673976193876256175e-03,7.186879938135748956e-03,3.156198128248640256e-03,4.420094344422892396e-03
7.278195488721802775e+00,1.575335812779110481e-03,6.957489766841809531e-03,2.993349076729070329e-03,4.245624311077926365e-03
7.318295739348370077e+00,1.481912035186002492e-03,6.734214251878463051e-03,2.837929420041523151e-03,4.077108832738097523e-03
7.358395989974937379e+00,1.393468367624786652e-03,6.516935904050130506e-03,2.689657188805418160e-03,3.914387071028388974e-03
7.398496240601502905e+00,1.309776560693814637e-03,6.305537842671418702e-03,2.548257942302741864e-03,3.757300695606092134e-03
7.438596491228068430e+00,1.230616472963276965e-03,6.099903858352941077e-03,2.413464741495531356e-03,3.605693925913737267e-03
7.478696741854635732e+00,1.155775927224909211e-03,5.899918473164519374e-03,2.285018110942629421e-03,3.459413568406154334e-03
7.518796992481203034e+00,1.085050559885594864e-03,5.705466998197049507e-03,2.162665990275360658e-03,3.318309049383197807e-03
7.558897243107768560e+00,1.018243664271157017e-03,5.516435588547057532e-03,2.046163675881476803e-03,3.182232443561332745e-03
7.598997493734334086e+00,9.551660285768415453e-04,5.332711295750181685e-03,1.935273753435056039e-03,3.051038498518518841e-03
7.639097744360901387e+00,8.956357691706271331e-04,5.154182117692428927e-03,1.829766021897469112e-03,2.924584655147955455e-03
7.679197994987468689e+00,8.394781599248364503e-04,4.980737046029805673e-03,1.729417409600787769e-03,2.802731064256787970e-03
7.719298245614034215e+00,7.865254582206240375e-04,4.812266111149255537e-03,1.634011883010419875e-03,2.685340599446430897e-03
7.759398496240599741e+00,7.366167282389775263e-04,4.648660424705648025e-03,1.543340348748525534e-03,2.572278866411276382e-03
7.799498746867167043e+00,6.895976621208707363e-04,4.489812219771476334e-03,1.457200549443612861e-03,2.463414208792594033e-03
7.839598997493734345e+00,6.453203995484065210e-04,4.335614888637557424e-03,1.375396953955004484e-03,2.358617710723948362e-03
7.879699248120299870e+00,6.036433462681382476e-04,4.185963018304574013e-03,1.297740642503667158e-03,2.257763196204064151e-03
7.919799498746865396e+00,5.644309920475187739e-04,4.040752423706940079e-03,1.224049187223186664e-03,2.160727225432154154e-03
7.959899749373432698e+00,5.275537285255402914e-04,3.899880178711753395e-03,1.154146528626610142e-03,2.067389088239939866e-03
8.000000000000000000e+00,4.928876673892080380e-04,3.763244644936851544e-03,1.087862848466453116e-03,1.977630794753229559e-03
