t r
0 0.213537264999668
4.40921176130121 0.142090292379761
8.81842352260243 0.11547380308173
13.2276352839036 0.105052018639925
17.6368470452049 0.0989869529583143
22.0460588065061 0.0946035367038395
26.4552705678073 0.0912139185716853
30.8644823291085 0.0886271154384271
35.2736940904097 0.0865541752522957
39.6829058517109 0.0848411547478896
44.0921176130121 0.0833148761858818
48.5013293743134 0.0819761557912152
52.9105411356146 0.0806566939241745
57.3197528969158 0.0795408820595191
61.728964658217 0.07841111294752
66.1381764195182 0.0773454702971335
70.5473881808194 0.0763405566212922
74.9565999421206 0.0755024327978157
79.3658117034219 0.0747174668830589
83.7750234647231 0.0739528396256965
88.1842352260243 0.0731001497489057
92.5934469873255 0.0722088688333845
97.0026587486267 0.0713383301627362
101.411870509928 0.0704313814960442
105.821082271229 0.0695442327300684
110.23029403253 0.0687251080257453
114.639505793832 0.0679424055326835
119.048717555133 0.06709080423204
123.457929316434 0.0662903442893997
127.867141077735 0.0654918854181357
132.276352839036 0.0647309168945603
136.685564600338 0.0640044271900598
141.094776361639 0.06332303454216
145.50398812294 0.0626318970330868
149.913199884241 0.0619813725269697
154.322411645543 0.0613376689734428
158.731623406844 0.0607057114046537
163.140835168145 0.0601119146594557
167.550046929446 0.0595202787039542
171.959258690747 0.0589233702324211
176.368470452049 0.058338415468321
180.77768221335 0.0577791748041903
185.186893974651 0.0572587565451548
189.596105735952 0.0567686641066335
194.005317497253 0.0563020004403419
198.414529258555 0.0558329131865154
202.823741019856 0.055356427017705
207.232952781157 0.0549023662808728
211.642164542458 0.0544416456320188
216.051376303759 0.0540084750931459
220.460588065061 0.0535622127803229
224.869799826362 0.0531135958581753
229.279011587663 0.0526813398662232
233.688223348964 0.052263827645201
238.097435110266 0.0518671084863778
242.506646871567 0.0514961514666409
246.915858632868 0.051134885136524
251.325070394169 0.0507987536176956
255.73428215547 0.0504825389197177
260.143493916772 0.0501882398436891
264.552705678073 0.0499025465850832
268.961917439374 0.0496191173966549
273.371129200675 0.0493341631790742
277.780340961977 0.0490607704335907
282.189552723278 0.0488033133045933
286.598764484579 0.048545681767959
291.00797624588 0.0482916985215264
295.417188007181 0.048069842522424
299.826399768483 0.0478432087659208
304.235611529784 0.0476241785164273
308.644823291085 0.047393349935902
313.054035052386 0.0471613698381636
317.463246813687 0.0469311261347107
321.872458574989 0.0467065042610169
326.28167033629 0.0464714738981744
330.690882097591 0.0462428361764088
335.100093858892 0.0460133785355574
339.509305620194 0.0457945513169799
343.918517381495 0.0455740909028729
348.327729142796 0.0453620664563395
352.736940904097 0.0451591666831753
357.146152665398 0.0449740954284512
361.5553644267 0.0447764506015562
365.964576188001 0.0445909535714235
370.373787949302 0.0444074201210298
374.782999710603 0.044208162354946
379.192211471904 0.0440050840766189
383.601423233206 0.0438168178820525
388.010634994507 0.0436344798743003
392.419846755808 0.0434480145309792
396.829058517109 0.0432629428373468
401.23827027841 0.0430677858154572
405.647482039712 0.0428923300414476
410.056693801013 0.0427243917998274
414.465905562314 0.0425475924808435
418.875117323615 0.0423712947103539
423.284329084917 0.0422084480441581
427.693540846218 0.0420375040502198
432.102752607519 0.0418637738592809
436.51196436882 0.0417115641034775
